2026-07-11 16:15:24 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-11 16:16:25 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-11 16:16:25 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-11 16:16:25 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-11 16:16:25 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-11 16:16:25 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-11 16:24:29 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-11 16:24:31 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-11 16:24:36 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:24:36 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-11 16:25:02 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-11 16:25:02 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-11 16:25:02 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:02 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-11 16:25:02 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-11 16:25:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Diagnosis           : Acute appendicitis
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : Laparoscopic appendectomy
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Action              : pause
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Reason              : Active high-severity DDoS attack detected. Pausing surgery to verify network stability and latency under the new QUIC protocol mitigation.
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Confidence          : high
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Robot Status        : PAUSED
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Robot Action        : Pause Surgery
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 74.18 sec
2026-07-11 16:25:50 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:29:46 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-11 16:29:50 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-11 16:29:58 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:29:58 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-11 16:30:18 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-11 16:30:18 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-11 16:30:18 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:18 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-11 16:30:18 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-11 16:30:34 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Diagnosis           : Acute appendicitis
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : Laparoscopic appendectomy
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Severity            : critical
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Action              : pause
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Reason              : Critical DDoS attack detected. Surgery paused to activate traffic filtering and switch to backup satellite link.
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Confidence          : high
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Robot Status        : PAUSED
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Robot Action        : Pause Surgery
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 50.75 sec
2026-07-11 16:30:49 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:10:18 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-13 16:10:19 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-13 16:10:21 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:10:21 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-13 16:10:38 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-13 16:10:38 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-13 16:10:38 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:10:38 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-13 16:10:38 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | Security Agent completed successfully.
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | Passing Security Result -> Protocol Switcher
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | Protocol selected successfully.
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | Passing Results -> Feedback Agent
2026-07-13 16:12:29 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Feedback generated successfully.
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Passing Decision -> Robotic Agent
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Robotic Agent execution completed.
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | FINAL WORKFLOW RESULTS
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Diagnosis           : Acute appendicitis
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Recommended Surgery : Laparoscopic appendectomy
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Urgency             : urgent
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Risk Level          : medium
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Attack Detected     : True
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Attack Type         : ddos
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Severity            : high
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Selected Protocol   : QUIC
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Protocol Reason     : High severity attack detected
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Expected Latency    : Low
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Security Level      : High
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Action              : pause
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Proceed             : False
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Reason              : High severity DDoS attack detected. Pausing robotic arm execution to safeguard patient safety while network mitigation and protocol switching to QUIC are finalized.
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Confidence          : high
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Robot Status        : PAUSED
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Robot Action        : Pause Surgery
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | WORKFLOW COMPLETED SUCCESSFULLY
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | Total Execution Time : 154.49 sec
2026-07-13 16:12:56 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 20:46:55 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:46:57 | INFO     | agents.doctor             | Generating diagnosis for patient TC01
2026-07-23 20:46:58 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 20:48:36 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:48:37 | INFO     | agents.doctor             | Generating diagnosis for patient TC01
2026-07-23 20:48:38 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 20:49:53 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:49:54 | INFO     | agents.doctor             | Generating diagnosis for patient TC01
2026-07-23 20:49:55 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 20:50:22 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:50:23 | INFO     | agents.doctor             | Generating diagnosis for patient TC01
2026-07-23 20:50:24 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 20:53:25 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:54:18 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 20:54:19 | INFO     | agents.doctor             | Generating diagnosis for patient TC01
2026-07-23 20:54:20 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:34:31 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:34:32 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:35:53 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:35:54 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:35:55 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 22:37:40 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:37:41 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | WORKFLOW STARTED
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | ======================================================================
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Loading patient data...
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Patient data loaded successfully.
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | PATIENT INFORMATION
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Patient ID : P001
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Age        : 46
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Gender     : Male
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Symptoms   : ['severe abdominal pain', 'fever', 'vomiting']
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | History    : ['hypertension']
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Loading network traffic data...
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Network data loaded successfully.
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | NETWORK INFORMATION
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Latency       : 180
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Packet Loss   : 7
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Bandwidth     : 80
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Attack Status : None
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | Passing Patient Data -> Doctor Agent
2026-07-23 22:37:42 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:37:42 | INFO     | agents.doctor             | Generating diagnosis for patient P001
2026-07-23 22:37:43 | INFO     | agents.doctor             | Diagnosis completed successfully.
2026-07-23 22:37:43 | INFO     | workflows.telesurgery_workflow | Doctor Agent completed successfully.
2026-07-23 22:37:43 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:37:43 | INFO     | workflows.telesurgery_workflow | Passing Traffic Data -> Security Agent
2026-07-23 22:37:43 | INFO     | workflows.telesurgery_workflow | ------------------------------------------------------------
2026-07-23 22:38:27 | INFO     | workflows.telesurgery_workflow | Initializing Telesurgery Workflow...
2026-07-23 22:38:28 | INFO     | agents.doctor             | Doctor Agent initialized.
2026-07-23 22:38:29 | INFO     | workflows.telesurgery_workflow | All agents initialized successfully.
